Competition,Sex,Event,Round,RT,Result,RuleChange
Worlds,Womens,60m,1,0.222,Qualified,2004-2009
Worlds,Womens,60m,1,0.216,Qualified,2004-2009
Worlds,Womens,60m,1,0.207,Qualified,2004-2009
Worlds,Womens,60m,1,0.257,Qualified,2004-2009
Worlds,Womens,60m,1,0.163,Eliminated,2004-2009
Worlds,Womens,60m,1,0.231,Eliminated,2004-2009
Worlds,Womens,60m,1,0.291,Eliminated,2004-2009
Worlds,Womens,60m,1,NA,DNS,2004-2009
Worlds,Womens,60m,1,0.176,Qualified,2004-2009
Worlds,Womens,60m,1,0.287,Qualified,2004-2009
Worlds,Womens,60m,1,0.162,Qualified,2004-2009
Worlds,Womens,60m,1,0.216,Qualified,2004-2009
Worlds,Womens,60m,1,0.253,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.236,Eliminated,2004-2009
Worlds,Womens,60m,1,0.172,Eliminated,2004-2009
Worlds,Womens,60m,2,0.143,Qualified,2004-2009
Worlds,Womens,60m,2,0.155,Qualified,2004-2009
Worlds,Womens,60m,2,0.213,Eliminated,2004-2009
Worlds,Womens,60m,2,0.155,Eliminated,2004-2009
Worlds,Womens,60m,2,0.129,Eliminated,2004-2009
Worlds,Womens,60m,2,0.144,Eliminated,2004-2009
Worlds,Womens,60m,2,0.161,Eliminated,2004-2009
Worlds,Womens,60m,2,0.168,Eliminated,2004-2009
Worlds,Womens,60m,2,0.161,Qualified,2004-2009
Worlds,Womens,60m,2,0.202,Qualified,2004-2009
Worlds,Womens,60m,2,0.155,FastestQualifier,2004-2009
Worlds,Womens,60m,2,0.155,FastestQualifier,2004-2009
Worlds,Womens,60m,2,0.135,Eliminated,2004-2009
Worlds,Womens,60m,2,0.254,Eliminated,2004-2009
Worlds,Womens,60m,2,0.14,Eliminated,2004-2009
Worlds,Womens,60m,2,0.243,Eliminated,2004-2009
Worlds,Womens,60m,2,0.144,Qualified,2004-2009
Worlds,Womens,60m,2,0.165,Qualified,2004-2009
Worlds,Womens,60m,2,0.21,Eliminated,2004-2009
Worlds,Womens,60m,2,0.174,Eliminated,2004-2009
Worlds,Womens,60m,2,0.225,Eliminated,2004-2009
Worlds,Womens,60m,2,0.155,Eliminated,2004-2009
Worlds,Womens,60m,2,0.148,Eliminated,2004-2009
Worlds,Womens,60m,2,0.232,Eliminated,2004-2009
Worlds,Womens,60m,3,0.142,Finalist,2004-2009
Worlds,Womens,60m,3,0.163,Finalist,2004-2009
Worlds,Womens,60m,3,0.149,Finalist,2004-2009
Worlds,Womens,60m,3,0.149,Finalist,2004-2009
Worlds,Womens,60m,3,0.156,Finalist,2004-2009
Worlds,Womens,60m,3,0.169,Finalist,2004-2009
Worlds,Womens,60m,3,0.132,Finalist,2004-2009
Worlds,Womens,60m,3,0.229,Finalist,2004-2009
Worlds,Womens,60m,1,0.116,Qualified,2004-2009
Worlds,Womens,60m,1,0.209,Qualified,2004-2009
Worlds,Womens,60m,1,0.231,Qualified,2004-2009
Worlds,Womens,60m,1,0.171,Qualified,2004-2009
Worlds,Womens,60m,1,0.129,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.252,Eliminated,2004-2009
Worlds,Womens,60m,1,0.313,Eliminated,2004-2009
Worlds,Womens,60m,1,0.169,Qualified,2004-2009
Worlds,Womens,60m,1,0.188,Qualified,2004-2009
Worlds,Womens,60m,1,0.201,Qualified,2004-2009
Worlds,Womens,60m,1,0.19,Eliminated,2004-2009
Worlds,Womens,60m,1,0.149,Eliminated,2004-2009
Worlds,Womens,60m,1,0.297,Eliminated,2004-2009
Worlds,Womens,60m,1,0.136,Disqualified,2004-2009
Worlds,Womens,60m,1,0.198,Qualified,2004-2009
Worlds,Womens,60m,1,0.144,Qualified,2004-2009
Worlds,Womens,60m,1,0.217,Qualified,2004-2009
Worlds,Womens,60m,1,0.166,Qualified,2004-2009
Worlds,Womens,60m,1,0.142,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.257,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.15,Eliminated,2004-2009
Worlds,Womens,60m,1,0.18,Qualified,2004-2009
Worlds,Womens,60m,1,0.136,Qualified,2004-2009
Worlds,Womens,60m,1,0.192,Qualified,2004-2009
Worlds,Womens,60m,1,0.196,Qualified,2004-2009
Worlds,Womens,60m,1,0.248,Eliminated,2004-2009
Worlds,Womens,60m,1,NA,DNS,2004-2009
Worlds,Womens,60m,1,NA,DNS,2004-2009
Worlds,Womens,60m,1,0.198,Qualified,2004-2009
Worlds,Womens,60m,1,0.15,Qualified,2004-2009
Worlds,Womens,60m,1,0.138,Qualified,2004-2009
Worlds,Womens,60m,1,0.143,Qualified,2004-2009
Worlds,Womens,60m,1,0.154,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.158,Eliminated,2004-2009
Worlds,Womens,60m,1,0.137,Eliminated,2004-2009
Worlds,Womens,60m,2,0.157,Qualified,2004-2009
Worlds,Womens,60m,2,0.176,Qualified,2004-2009
Worlds,Womens,60m,2,0.183,Eliminated,2004-2009
Worlds,Womens,60m,2,0.177,Eliminated,2004-2009
Worlds,Womens,60m,2,0.233,Eliminated,2004-2009
Worlds,Womens,60m,2,0.158,Eliminated,2004-2009
Worlds,Womens,60m,2,0.235,Eliminated,2004-2009
Worlds,Womens,60m,2,0.2,Disqualified,2004-2009
Worlds,Womens,60m,2,0.172,Qualified,2004-2009
Worlds,Womens,60m,2,0.124,FastestQualifier,2004-2009
Worlds,Womens,60m,2,0.153,FastestQualifier,2004-2009
Worlds,Womens,60m,2,0.166,Eliminated,2004-2009
Worlds,Womens,60m,2,0.207,Eliminated,2004-2009
Worlds,Womens,60m,2,0.194,Eliminated,2004-2009
Worlds,Womens,60m,2,0.195,Eliminated,2004-2009
Worlds,Womens,60m,2,0.144,Eliminated,2004-2009
Worlds,Womens,60m,2,0.166,Qualified,2004-2009
Worlds,Womens,60m,2,0.165,Qualified,2004-2009
Worlds,Womens,60m,2,0.195,Eliminated,2004-2009
Worlds,Womens,60m,2,0.112,Eliminated,2004-2009
Worlds,Womens,60m,2,0.217,Eliminated,2004-2009
Worlds,Womens,60m,2,0.174,Eliminated,2004-2009
Worlds,Womens,60m,2,0.156,Eliminated,2004-2009
Worlds,Womens,60m,2,0.177,Eliminated,2004-2009
Worlds,Womens,60m,3,0.158,Finalist,2004-2009
Worlds,Womens,60m,3,0.145,Finalist,2004-2009
Worlds,Womens,60m,3,0.15,Finalist,2004-2009
Worlds,Womens,60m,3,0.147,Finalist,2004-2009
Worlds,Womens,60m,3,0.161,Finalist,2004-2009
Worlds,Womens,60m,3,0.143,Finalist,2004-2009
Worlds,Womens,60m,3,0.127,Finalist,2004-2009
Worlds,Womens,60m,3,0.216,Disqualified,2004-2009
Worlds,Womens,60m,1,0.236,Qualified,2004-2009
Worlds,Womens,60m,1,0.139,Qualified,2004-2009
Worlds,Womens,60m,1,0.153,Qualified,2004-2009
Worlds,Womens,60m,1,0.156,Qualified,2004-2009
Worlds,Womens,60m,1,0.137,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.123,Eliminated,2004-2009
Worlds,Womens,60m,1,0.209,Eliminated,2004-2009
Worlds,Womens,60m,1,0.194,Qualified,2004-2009
Worlds,Womens,60m,1,0.17,Qualified,2004-2009
Worlds,Womens,60m,1,0.133,Qualified,2004-2009
Worlds,Womens,60m,1,0.138,Qualified,2004-2009
Worlds,Womens,60m,1,0.148,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.153,Eliminated,2004-2009
Worlds,Womens,60m,1,NA,DNS,2004-2009
Worlds,Womens,60m,1,0.158,Qualified,2004-2009
Worlds,Womens,60m,1,0.158,Qualified,2004-2009
Worlds,Womens,60m,1,0.174,Qualified,2004-2009
Worlds,Womens,60m,1,0.152,Qualified,2004-2009
Worlds,Womens,60m,1,0.143,Eliminated,2004-2009
Worlds,Womens,60m,1,0.175,Eliminated,2004-2009
Worlds,Womens,60m,1,0.17,Eliminated,2004-2009
Worlds,Womens,60m,1,0.136,Qualified,2004-2009
Worlds,Womens,60m,1,0.133,Qualified,2004-2009
Worlds,Womens,60m,1,0.183,Qualified,2004-2009
Worlds,Womens,60m,1,0.16,Qualified,2004-2009
Worlds,Womens,60m,1,0.196,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.145,Eliminated,2004-2009
Worlds,Womens,60m,1,0.142,Eliminated,2004-2009
Worlds,Womens,60m,1,NA,DNS,2004-2009
Worlds,Womens,60m,1,0.137,Qualified,2004-2009
Worlds,Womens,60m,1,0.162,Qualified,2004-2009
Worlds,Womens,60m,1,0.224,Qualified,2004-2009
Worlds,Womens,60m,1,0.142,Qualified,2004-2009
Worlds,Womens,60m,1,0.188,FastestQualifier,2004-2009
Worlds,Womens,60m,1,0.17,Eliminated,2004-2009
Worlds,Womens,60m,1,0.175,Eliminated,2004-2009
Worlds,Womens,60m,1,NA,DNS,2004-2009
Worlds,Womens,60m,2,0.152,Qualified,2004-2009
Worlds,Womens,60m,2,0.131,Qualified,2004-2009
Worlds,Womens,60m,2,0.147,FastestQualifier,2004-2009
Worlds,Womens,60m,2,0.172,Eliminated,2004-2009
Worlds,Womens,60m,2,0.155,Eliminated,2004-2009
Worlds,Womens,60m,2,0.17,Eliminated,2004-2009
Worlds,Womens,60m,2,0.155,Eliminated,2004-2009
Worlds,Womens,60m,2,0.169,Eliminated,2004-2009
Worlds,Womens,60m,2,0.127,Qualified,2004-2009
Worlds,Womens,60m,2,0.161,Qualified,2004-2009
Worlds,Womens,60m,2,0.15,FastestQualifier,2004-2009
Worlds,Womens,60m,2,0.145,Eliminated,2004-2009
Worlds,Womens,60m,2,0.122,Eliminated,2004-2009
Worlds,Womens,60m,2,0.167,Eliminated,2004-2009
Worlds,Womens,60m,2,0.172,Eliminated,2004-2009
Worlds,Womens,60m,2,0.138,Eliminated,2004-2009
Worlds,Womens,60m,2,0.214,Qualified,2004-2009
Worlds,Womens,60m,2,0.163,Qualified,2004-2009
Worlds,Womens,60m,2,0.162,Eliminated,2004-2009
Worlds,Womens,60m,2,0.242,Eliminated,2004-2009
Worlds,Womens,60m,2,0.147,Eliminated,2004-2009
Worlds,Womens,60m,2,0.183,Eliminated,2004-2009
Worlds,Womens,60m,2,0.177,Eliminated,2004-2009
Worlds,Womens,60m,2,0.222,Eliminated,2004-2009
Worlds,Womens,60m,3,0.144,Finalist,2004-2009
Worlds,Womens,60m,3,0.12,Finalist,2004-2009
Worlds,Womens,60m,3,0.155,Finalist,2004-2009
Worlds,Womens,60m,3,0.138,Finalist,2004-2009
Worlds,Womens,60m,3,0.149,Finalist,2004-2009
Worlds,Womens,60m,3,0.154,Finalist,2004-2009
Worlds,Womens,60m,3,0.178,Finalist,2004-2009
Worlds,Womens,60m,3,0.162,Finalist,2004-2009
Worlds,Womens,60m,1,0.155,Qualified,1999-2003
Worlds,Womens,60m,1,0.146,Qualified,1999-2003
Worlds,Womens,60m,1,0.152,Qualified,1999-2003
Worlds,Womens,60m,1,0.142,Qualified,1999-2003
Worlds,Womens,60m,1,0.144,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.154,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.157,Eliminated,1999-2003
Worlds,Womens,60m,1,0.143,Qualified,1999-2003
Worlds,Womens,60m,1,0.135,Qualified,1999-2003
Worlds,Womens,60m,1,0.263,Qualified,1999-2003
Worlds,Womens,60m,1,0.144,Qualified,1999-2003
Worlds,Womens,60m,1,0.131,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.148,Eliminated,1999-2003
Worlds,Womens,60m,1,0.137,Qualified,1999-2003
Worlds,Womens,60m,1,0.118,Qualified,1999-2003
Worlds,Womens,60m,1,0.148,Qualified,1999-2003
Worlds,Womens,60m,1,0.157,Qualified,1999-2003
Worlds,Womens,60m,1,0.151,Eliminated,1999-2003
Worlds,Womens,60m,1,0.161,Eliminated,1999-2003
Worlds,Womens,60m,1,NA,DNS,1999-2003
Worlds,Womens,60m,1,0.191,Qualified,1999-2003
Worlds,Womens,60m,1,0.181,Qualified,1999-2003
Worlds,Womens,60m,1,0.135,Qualified,1999-2003
Worlds,Womens,60m,1,0.145,Qualified,1999-2003
Worlds,Womens,60m,1,0.169,Eliminated,1999-2003
Worlds,Womens,60m,1,0.159,Eliminated,1999-2003
Worlds,Womens,60m,1,NA,DNS,1999-2003
Worlds,Womens,60m,1,0.155,Qualified,1999-2003
Worlds,Womens,60m,1,0.147,Qualified,1999-2003
Worlds,Womens,60m,1,0.195,Qualified,1999-2003
Worlds,Womens,60m,1,0.116,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.156,Eliminated,1999-2003
Worlds,Womens,60m,1,0.142,Eliminated,1999-2003
Worlds,Womens,60m,1,0.145,Disqualified,1999-2003
Worlds,Womens,60m,2,0.13,Qualified,1999-2003
Worlds,Womens,60m,2,0.139,Qualified,1999-2003
Worlds,Womens,60m,2,0.135,Eliminated,1999-2003
Worlds,Womens,60m,2,0.157,Eliminated,1999-2003
Worlds,Womens,60m,2,0.13,Eliminated,1999-2003
Worlds,Womens,60m,2,0.129,Eliminated,1999-2003
Worlds,Womens,60m,2,0.2,Eliminated,1999-2003
Worlds,Womens,60m,2,0.168,Eliminated,1999-2003
Worlds,Womens,60m,2,0.124,Qualified,1999-2003
Worlds,Womens,60m,2,0.173,Eliminated,1999-2003
Worlds,Womens,60m,2,0.162,Eliminated,1999-2003
Worlds,Womens,60m,2,0.154,Eliminated,1999-2003
Worlds,Womens,60m,2,0.217,Eliminated,1999-2003
Worlds,Womens,60m,2,0.157,Eliminated,1999-2003
Worlds,Womens,60m,2,0.15,Eliminated,1999-2003
Worlds,Womens,60m,2,0.135,Disqualified,1999-2003
Worlds,Womens,60m,2,0.14,Qualified,1999-2003
Worlds,Womens,60m,2,0.139,Qualified,1999-2003
Worlds,Womens,60m,2,0.152,FastestQualifier,1999-2003
Worlds,Womens,60m,2,0.187,FastestQualifier,1999-2003
Worlds,Womens,60m,2,0.151,Eliminated,1999-2003
Worlds,Womens,60m,2,0.176,Eliminated,1999-2003
Worlds,Womens,60m,2,0.168,Eliminated,1999-2003
Worlds,Womens,60m,2,0.161,Eliminated,1999-2003
Worlds,Womens,60m,3,0.198,Finalist,1999-2003
Worlds,Womens,60m,3,0.146,Finalist,1999-2003
Worlds,Womens,60m,3,0.148,Finalist,1999-2003
Worlds,Womens,60m,3,0.141,Finalist,1999-2003
Worlds,Womens,60m,3,0.123,Finalist,1999-2003
Worlds,Womens,60m,3,0.193,Finalist,1999-2003
Worlds,Womens,60m,3,0.148,Disqualified,1999-2003
Worlds,Womens,60m,3,NA,DNS,1999-2003
Worlds,Womens,60m,1,0.15,Qualified,1999-2003
Worlds,Womens,60m,1,0.158,Qualified,1999-2003
Worlds,Womens,60m,1,0.134,Qualified,1999-2003
Worlds,Womens,60m,1,0.137,Eliminated,1999-2003
Worlds,Womens,60m,1,0.156,Eliminated,1999-2003
Worlds,Womens,60m,1,0.242,Eliminated,1999-2003
Worlds,Womens,60m,1,0.139,Eliminated,1999-2003
Worlds,Womens,60m,1,0.112,Qualified,1999-2003
Worlds,Womens,60m,1,0.191,Qualified,1999-2003
Worlds,Womens,60m,1,0.136,Qualified,1999-2003
Worlds,Womens,60m,1,0.121,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.149,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.149,Eliminated,1999-2003
Worlds,Womens,60m,1,0.177,Eliminated,1999-2003
Worlds,Womens,60m,1,0.156,Eliminated,1999-2003
Worlds,Womens,60m,1,0.127,Qualified,1999-2003
Worlds,Womens,60m,1,0.153,Qualified,1999-2003
Worlds,Womens,60m,1,0.245,Qualified,1999-2003
Worlds,Womens,60m,1,0.242,Eliminated,1999-2003
Worlds,Womens,60m,1,0.174,Eliminated,1999-2003
Worlds,Womens,60m,1,NA,DNS,1999-2003
Worlds,Womens,60m,1,NA,DNS,1999-2003
Worlds,Womens,60m,1,0.15,Qualified,1999-2003
Worlds,Womens,60m,1,0.135,Qualified,1999-2003
Worlds,Womens,60m,1,0.186,Qualified,1999-2003
Worlds,Womens,60m,1,0.117,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.124,Eliminated,1999-2003
Worlds,Womens,60m,1,0.147,Eliminated,1999-2003
Worlds,Womens,60m,1,NA,DNS,1999-2003
Worlds,Womens,60m,1,0.176,Qualified,1999-2003
Worlds,Womens,60m,1,0.153,Qualified,1999-2003
Worlds,Womens,60m,1,0.18,Qualified,1999-2003
Worlds,Womens,60m,1,0.159,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.156,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.142,Eliminated,1999-2003
Worlds,Womens,60m,1,0.127,Eliminated,1999-2003
Worlds,Womens,60m,1,0.135,Qualified,1999-2003
Worlds,Womens,60m,1,0.135,Qualified,1999-2003
Worlds,Womens,60m,1,0.204,Qualified,1999-2003
Worlds,Womens,60m,1,0.165,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.156,Eliminated,1999-2003
Worlds,Womens,60m,1,0.164,Eliminated,1999-2003
Worlds,Womens,60m,1,NA,DNS,1999-2003
Worlds,Womens,60m,2,0.116,Qualified,1999-2003
Worlds,Womens,60m,2,0.14,Qualified,1999-2003
Worlds,Womens,60m,2,0.158,FastestQualifier,1999-2003
Worlds,Womens,60m,2,0.163,FastestQualifier,1999-2003
Worlds,Womens,60m,2,0.154,Eliminated,1999-2003
Worlds,Womens,60m,2,0.129,Eliminated,1999-2003
Worlds,Womens,60m,2,0.156,Eliminated,1999-2003
Worlds,Womens,60m,2,NA,Disqualified,1999-2003
Worlds,Womens,60m,2,0.13,Qualified,1999-2003
Worlds,Womens,60m,2,0.118,Qualified,1999-2003
Worlds,Womens,60m,2,0.167,Eliminated,1999-2003
Worlds,Womens,60m,2,0.144,Eliminated,1999-2003
Worlds,Womens,60m,2,0.133,Eliminated,1999-2003
Worlds,Womens,60m,2,0.161,Eliminated,1999-2003
Worlds,Womens,60m,2,0.142,Eliminated,1999-2003
Worlds,Womens,60m,2,0.129,Eliminated,1999-2003
Worlds,Womens,60m,2,0.134,Qualified,1999-2003
Worlds,Womens,60m,2,0.133,Qualified,1999-2003
Worlds,Womens,60m,2,0.119,Eliminated,1999-2003
Worlds,Womens,60m,2,0.164,Eliminated,1999-2003
Worlds,Womens,60m,2,0.146,Eliminated,1999-2003
Worlds,Womens,60m,2,0.148,Eliminated,1999-2003
Worlds,Womens,60m,2,0.166,Eliminated,1999-2003
Worlds,Womens,60m,2,0.174,Eliminated,1999-2003
Worlds,Womens,60m,3,0.11,Finalist,1999-2003
Worlds,Womens,60m,3,0.14,Finalist,1999-2003
Worlds,Womens,60m,3,0.137,Finalist,1999-2003
Worlds,Womens,60m,3,0.13,Finalist,1999-2003
Worlds,Womens,60m,3,0.122,Finalist,1999-2003
Worlds,Womens,60m,3,0.166,Finalist,1999-2003
Worlds,Womens,60m,3,0.179,Finalist,1999-2003
Worlds,Womens,60m,3,0.154,Finalist,1999-2003
Worlds,Womens,60m,1,0.117,Qualified,1999-2003
Worlds,Womens,60m,1,0.132,Qualified,1999-2003
Worlds,Womens,60m,1,0.132,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.117,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.123,Eliminated,1999-2003
Worlds,Womens,60m,1,0.145,Eliminated,1999-2003
Worlds,Womens,60m,1,0.144,Eliminated,1999-2003
Worlds,Womens,60m,1,0.111,Eliminated,1999-2003
Worlds,Womens,60m,1,0.144,Qualified,1999-2003
Worlds,Womens,60m,1,0.126,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.134,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.125,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.119,Eliminated,1999-2003
Worlds,Womens,60m,1,0.173,Eliminated,1999-2003
Worlds,Womens,60m,1,0.143,Eliminated,1999-2003
Worlds,Womens,60m,1,NA,DNS,1999-2003
Worlds,Womens,60m,1,0.13,Qualified,1999-2003
Worlds,Womens,60m,1,0.123,Qualified,1999-2003
Worlds,Womens,60m,1,0.142,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.119,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.141,Eliminated,1999-2003
Worlds,Womens,60m,1,0.161,Eliminated,1999-2003
Worlds,Womens,60m,1,0.18,Eliminated,1999-2003
Worlds,Womens,60m,1,0.145,Disqualified,1999-2003
Worlds,Womens,60m,1,0.143,Qualified,1999-2003
Worlds,Womens,60m,1,0.129,Qualified,1999-2003
Worlds,Womens,60m,1,0.144,FastestQualifier,1999-2003
Worlds,Womens,60m,1,0.171,Eliminated,1999-2003
Worlds,Womens,60m,1,0.14,Eliminated,1999-2003
Worlds,Womens,60m,1,0.139,Eliminated,1999-2003
Worlds,Womens,60m,1,0.186,Eliminated,1999-2003
Worlds,Womens,60m,1,0.138,Eliminated,1999-2003
Worlds,Womens,60m,2,0.106,Qualified,1999-2003
Worlds,Womens,60m,2,0.17,Qualified,1999-2003
Worlds,Womens,60m,2,0.136,Qualified,1999-2003
Worlds,Womens,60m,2,0.137,FastestQualifier,1999-2003
Worlds,Womens,60m,2,0.134,Eliminated,1999-2003
Worlds,Womens,60m,2,0.129,Eliminated,1999-2003
Worlds,Womens,60m,2,0.134,Eliminated,1999-2003
Worlds,Womens,60m,2,0.149,Eliminated,1999-2003
Worlds,Womens,60m,2,0.145,Qualified,1999-2003
Worlds,Womens,60m,2,0.141,Qualified,1999-2003
Worlds,Womens,60m,2,0.134,FastestQualifier,1999-2003
Worlds,Womens,60m,2,0.149,Eliminated,1999-2003
Worlds,Womens,60m,2,0.108,Eliminated,1999-2003
Worlds,Womens,60m,2,0.132,Eliminated,1999-2003
Worlds,Womens,60m,2,0.148,Eliminated,1999-2003
Worlds,Womens,60m,2,0.124,Disqualified,1999-2003
Worlds,Womens,60m,3,0.106,Finalist,1999-2003
Worlds,Womens,60m,3,0.12,Finalist,1999-2003
Worlds,Womens,60m,3,0.154,Finalist,1999-2003
Worlds,Womens,60m,3,0.154,Finalist,1999-2003
Worlds,Womens,60m,3,0.131,Finalist,1999-2003
Worlds,Womens,60m,3,0.141,Finalist,1999-2003
Worlds,Womens,60m,3,0.13,Finalist,1999-2003
Worlds,Womens,60m,3,0.124,Disqualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.126,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.145,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.169,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.186,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.167,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.17,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.198,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.149,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.15,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.173,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.174,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.188,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.181,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.193,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.252,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.183,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.149,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.204,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.171,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.165,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.131,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.221,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.145,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.176,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.156,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.228,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.137,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.172,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,NA,DNS,2010-2014
Worlds,Womens,60m Hurdles,2,0.131,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.146,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.156,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.131,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.173,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.169,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.222,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.163,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.139,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.145,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.181,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.149,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.147,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.156,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.155,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.179,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,3,0.14,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.129,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.163,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.164,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.172,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.148,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.166,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.152,Finalist,2010-2014
Worlds,Womens,60m Hurdles,1,0.137,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.156,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.318,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.289,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.161,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.301,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.147,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,NA,DNS,2010-2014
Worlds,Womens,60m Hurdles,1,0.223,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.258,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.401,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.281,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.268,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.427,DNF,2010-2014
Worlds,Womens,60m Hurdles,1,0.423,DNF,2010-2014
Worlds,Womens,60m Hurdles,1,0.255,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.15,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.221,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.218,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.242,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.143,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.286,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.371,DNF,2010-2014
Worlds,Womens,60m Hurdles,1,0.238,Qualified,2010-2014
